id,name,phone,email,website,address,city,state,zip,lat,lng,source,google_place_id,association_member,icar_gold_class,associations,lead_score,email_verified,enrichment_needed,notes,created_at
62ed1404-8b9f-4aae-8a3a-a2d1683a4967,Crash Champions Collision Repair Kirkland,(425) 821-1110,null,https://crashchampions.com/locations/crash-champions-kirkland,13511 100th Ave NE #5207,Kirkland,WA,98034,47.721860,-122.208120,"[""google""]",ChIJmSETrwsSkFQRGCjWyA-BLRI,false,false,null,0,false,false,null,2026-02-25 17:31:39.040309+00
8e673f13-88a6-49af-ab81-6b76a975add5,Proshine AutoBody-ICBC AUTOBODY SHOP,(778) 878-9261,info@proshineautobody.ca,https://proshineautobody.ca/,5700 198 St Unit 3,Langley,BC,V3A,49.106045,-122.672550,"[""google""]",ChIJJ0Yw-LnPhVQRvS7u5dBZ6_M,false,false,null,0,false,false,null,2026-02-25 17:31:45.64083+00
c097dd88-36c0-4a90-917c-382cb757401c,Grand Central Collision Auto Body Repair,(360) 733-5040,null,https://www.gccollision.com/,1811 Iowa St,Bellingham,WA,98229,48.756770,-122.449735,"[""google""]",ChIJtUq78IujhVQRsTE6PUCmyWw,false,false,null,0,false,false,null,2026-02-25 17:31:45.96062+00
8eb6f708-aace-413e-a01e-83db0d8a4685,On Line Collision Ltd - ICBC Auto Body Shop,(604) 533-5504,service@onlinecollision.ca,http://www.onlinecollision.ca/,21650 Fraser Hwy #101,Langley Twp,BC,V2Y,49.095440,-122.623495,"[""google""]",ChIJqR9OQU_OhVQRYq9NPC4M0OU,false,false,null,0,false,false,null,2026-02-25 17:31:46.284532+00
2d62f864-40d1-4b24-8151-67d800a9d7a2,No.1 Automotive Body Repair,(360) 671-3222,richmond@mbcollision.ca,https://www.no1abr.com/,4108 Hannegan Rd,Bellingham,WA,98226,48.789995,-122.441855,"[""google""]",ChIJixfxFu2khVQRVV8P1pl41P8,false,false,null,0,false,false,null,2026-02-25 17:31:46.639326+00
9aba8b7f-3b15-418e-a210-c57c3e02bb81,Stan's Auto Body,(360) 733-3770,null,http://www.stansautobodyshop.com/,1422 N State St,Bellingham,WA,98225,48.749952,-122.474263,"[""google""]",ChIJPQe7372jhVQRwN2pvmkb3Ho,false,false,null,0,false,false,null,2026-02-25 17:31:46.960261+00
f32862ad-0d6e-4d00-8083-6ce867ade775,Crash Champions Collision Repair Bellingham Queen,(360) 325-7655,null,https://crashchampions.com/locations/crash-champions-bellingham-queen,2145 Queen St,Bellingham,WA,98229,48.759042,-122.455271,"[""google""]",ChIJf7I7e8ejhVQR7FXg8cHkH9E,false,false,null,0,false,false,null,2026-02-25 17:31:47.271125+00
c07a4232-824e-46fc-a9ae-28eee2d71ff3,Pro-First Collision Repair Centre,(604) 853-9707,null,http://profirstcollision.ca/,2342 Windsor St,Abbotsford,BC,V2T,49.044841,-122.354914,"[""google""]",ChIJT2OD1bbKhVQRj4rpAAQkwG4,false,false,null,0,false,false,null,2026-02-25 17:31:47.582591+00
d6a4eb3b-5435-437b-a746-cfa2525fb3bc,Charlie's Auto Body,(360) 354-2172,bill@charliesautobodyinc.com,https://www.charliesautobodyinc.com/,901 Evergreen St,Lynden,WA,98264,48.948270,-122.487568,"[""google""]",ChIJC0YXJKK3hVQR9BBYNcQy5UU,false,false,null,0,false,false,null,2026-02-25 17:31:47.92305+00
620c9426-87ed-4e6c-8c45-82d1aa621e5a,Metro Auto Rebuild,(206) 623-6336,reception@metroautorebuild.com,http://www.metroautorebuild.com/,2218 Airport Wy S #2,Seattle,WA,98134,47.583365,-122.320873,"[""google""]",ChIJx5dloIRqkFQRIAE3BceYxwA,false,false,null,0,false,false,null,2026-02-25 17:31:42.720633+00
209cfe28-283d-4df5-b601-130ca5f7abed,Sunnyside Autobody,(604) 536-3422,null,https://www.carstar.ca/en/locations/bc/surrey/carstar-sunnyside-surrey-16366,2359 164 St,Surrey,BC,V3Z,49.044776,-122.768517,"[""google""]",ChIJvWObgO3EhVQRGtRmKrKa6yk,false,false,null,0,false,true,null,2026-02-25 17:31:48.26335+00
6057759b-91cb-4fae-8240-46e17abd7a7f,Elite Auto Body Shop,(469) 496-2789,null,https://eliteautobodyshop.com/,2341 Royal Ln Ste C,Dallas,TX,75229,32.896183,-96.900353,"[""google""]",ChIJZzHliD4nTIYRdnwxh7ij-Xg,false,false,null,0,false,true,null,2026-02-25 22:21:44.972416+00
874ef9a4-73f8-468d-8cc1-0c9315e5757e,CARSTAR Vivid Collision,(972) 737-3288,null,https://www.carstar.com/locations/tx/mckinney-15758/,2421 E University Dr Building #1,McKinney,TX,75069,33.198598,-96.575397,"[""google""]",ChIJ9fgAJIsNTIYRFra2aD2MtGE,false,false,null,0,false,true,null,2026-02-25 22:21:45.621877+00
45d70e28-5193-40fd-bd32-7ed6a4c743b2,Best Choice Auto & Body,(972) 234-8199,null,null,13680 Floyd Cir,Dallas,TX,75243,32.933154,-96.747034,"[""google""]",ChIJ-TqWrocfTIYRE-TrDbaRtko,false,false,null,0,false,true,null,2026-02-25 22:21:45.29562+00
5e81e20e-ecb9-4771-9375-8a56438c4eeb,H & I Autobody Seatown Autoworks,(206) 762-2050,null,null,317 12th Ave,Seattle,WA,98122,47.604896,-122.317003,"[""google""]",ChIJ-7JcCsdqkFQRrHboo1ZBzVs,false,false,null,0,false,true,null,2026-02-25 17:32:06.419471+00
c2284ccd-a246-4a5d-824d-10c6414f3c97,Stack Auto Rebuild,(425) 775-1112,office@stackautorebuild.com,https://stackautorebuild.com/,19230 Hwy 99,Lynnwood,WA,98036,47.823583,-122.313421,"[""google""]",ChIJgTacbF4FkFQRe3Sum1FzOAA,false,false,null,0,false,false,null,2026-02-25 17:32:21.720914+00
aba122fc-b112-4f35-934c-5c622d254146,J & J Autobody Repair,(253) 983-1718,null,https://www.jandjautobody.com/,8322 S Tacoma Way,Lakewood,WA,98499,47.181810,-122.484319,"[""google""]",ChIJGQg7RVAAkVQRYnzWzfa1R8k,false,false,null,0,false,false,null,2026-02-25 17:31:56.912282+00
e34e8f51-d1a8-4931-ba77-79455574bc50,Kent Auto Body and Mechanical Experts,(206) 208-6494,kentautobodyexperts@gmail.com,https://kentautobody.com/?utm_campaign=gmb,19249 84th Ave S,Kent,WA,98032,47.429413,-122.228642,"[""google""]",ChIJEcKiR0VdkFQRDCXKhRwFo9g,false,false,null,0,false,false,null,2026-02-25 17:32:06.754143+00
95566ae9-9253-4e5f-abf7-89ced141a4df,Crash Champions Collision Repair Seattle Sodo,(206) 382-4292,null,https://crashchampions.com/locations/crash-champions-seattle-sodo,2323 Airport Wy S,Seattle,WA,98134,47.582361,-122.321934,"[""google""]",ChIJ5bYmDTgVkFQRZcg9Y0AHhSs,false,false,null,0,false,false,null,2026-02-25 17:31:58.845417+00
59074050-446d-4dc6-8bcf-0d9f4efa8b04,HOLMAN'S BODY & FENDER SHOP,(206) 522-6056,info@hbafs.shop,https://holmansbodyandfenderinc.com/,7301 Roosevelt Way NE,Seattle,WA,98115,47.681773,-122.317854,"[""google""]",ChIJY2dQAXMUkFQR7VGphJBgFzY,false,false,null,0,false,false,null,2026-02-25 17:31:57.552703+00
f138fa03-aea5-4362-b5e4-61fece3130d5,Center Collision,(253) 218-4219,null,https://centercollision.com/?utm_source=GBP,1111 Center St,Tacoma,WA,98409,47.233941,-122.448572,"[""google""]",ChIJXTu1UltVkFQRJ7qlPWHx6hM,false,false,null,0,false,false,null,2026-02-25 17:31:55.342025+00
4c5f99ee-8a1d-454c-b325-f40d21420f29,Auburn Collision 1,(253) 735-0894,null,https://www.collision1.com/location/auburn-body-shop-collision-auto-repair/,233 W Main St,Auburn,WA,98001,47.307712,-122.232644,"[""google""]",ChIJE6pDSG5YkFQRRmsuT8G7FHs,false,false,null,0,false,false,null,2026-02-25 17:31:59.161735+00
4e49331f-aada-4f7c-bc0f-8a4e212df27c,NATIONAL AUTO COLLISION,(206) 870-7889,nacstevej@gmail.com,https://nacollisioncenter.com/,23252 Military Rd S,Kent,WA,98032,47.392442,-122.286728,"[""google""]",ChIJI1NaUrlbkFQRU7cvrtaK_1s,false,false,null,0,false,false,null,2026-02-25 17:31:58.518236+00
04ca5a6f-ce56-4d44-86c2-4fc5b48b6201,United Autobody,(425) 392-7099,null,http://uabissaquah.com,1514 NW Mall St,Issaquah,WA,98027,47.544538,-122.060791,"[""google""]",ChIJVxhEwnRvkFQROyx_Ud-fL5k,false,false,null,0,false,false,null,2026-02-25 17:32:31.663056+00
8ad93d26-f512-4a0a-bb8a-1bf006c4cce6,Bel-Red Auto Rebuild,(425) 453-5552,null,http://www.bel-redauto.com/,1406 130th Ave NE,Bellevue,WA,98005,47.622466,-122.166732,"[""google""]",ChIJ14QMh_hskFQRPSVM6Jyy7iw,false,false,null,0,false,false,null,2026-02-25 17:32:31.981412+00
e2acbc66-435f-49d6-9b5f-839fc7bef783,FIX AUTO LANGLEY,(604) 539-2828,langley@fixauto.com,https://www.fixauto.com/ca/en/shop/fix-auto-langley/,19574 60 Ave,Surrey,BC,V3S,49.110896,-122.680577,"[""google""]",ChIJgeetvSjQhVQR3IE1ouYmgKY,false,false,null,0,false,false,null,2026-02-25 17:31:48.60877+00
a2c5a696-9c39-4c9b-9d67-8f6771e95cf3,Avon Body Shop LLC,(360) 424-3969,null,http://avonautobody.com/,14015 Avon Allen Rd,Mount Vernon,WA,98273,48.442426,-122.378394,"[""google""]",ChIJGQEszmNuhVQRMAYcxUDzIcI,false,false,null,0,false,false,null,2026-02-25 17:31:48.933367+00
5438404f-a696-4852-87d9-1e9b8163bd21,Avenue Body Shop,(604) 852-2222,null,http://www.avenuebodyshop.ca/,33805 George Ferguson Way,Abbotsford,BC,V2S,49.050485,-122.289121,"[""google""]",ChIJhX9ju2I1hFQRYjMvGmttde4,false,false,null,0,false,false,null,2026-02-25 17:31:49.264286+00
36372ae9-e58b-4a0a-810a-dbbc91ff92b8,Crash Champions Collision Repair Bellingham Pacific,(360) 738-0888,null,https://crashchampions.com/locations/crash-champions-bellingham-pacific,4092 Pacific Hwy,Bellingham,WA,98226,48.791055,-122.518489,"[""google""]",ChIJGS21cUmjhVQRH0_ypnk9ZKM,false,false,null,0,false,false,null,2026-02-25 17:31:49.611415+00
31d89fb6-4023-4995-bc77-fd8ce1879feb,FIX AUTO ABBOTSFORD WEST,(604) 852-3682,abbotsfordwest@fixauto.com,https://www.fixauto.com/ca/en/shop/fix-auto-abbotsford-west/,2381 Windsor St,Abbotsford,BC,V2T,49.045398,-122.355803,"[""google""]",ChIJrxCT0rDKhVQR5hcB0gqFj4g,false,false,null,0,false,false,null,2026-02-25 17:31:50.279277+00
e727290e-dae5-41c6-9f60-0ab08af2e978,Matt's body & paint llc,(360) 429-9591,null,null,807 N 4th St,Mount Vernon,WA,98273,48.427820,-122.335775,"[""google""]",ChIJY7vOzL9vhVQRX4ElszQ6pUU,false,false,null,0,false,true,null,2026-02-25 17:31:49.940746+00
e44c57e0-e432-4b11-8d41-19e4c612f8cb,Maximum Collision Abbotsford,(604) 859-9223,null,https://www.maximumcollision.com/,2778 Emerson St,Abbotsford,BC,V2T,49.052528,-122.317993,"[""google""]",ChIJSUHlREM1hFQRrh8wASfuhL8,false,false,null,0,false,false,null,2026-02-25 17:31:50.920675+00
d55534bf-f3b8-4579-b780-3f954a5c213c,Accurate Auto Body & Paint Ltd,(604) 850-5001,aabody@shawbiz.ca,http://aabody.ca/,2353 Peardonville Rd Suite 105 & 106,Abbotsford,BC,V2T,49.045387,-122.371602,"[""google""]",ChIJredFRL_KhVQRaVGeujiB8kg,false,false,null,0,false,false,null,2026-02-25 17:31:51.2347+00
84637399-4895-4180-80fa-e4af494a0ff0,Jan's precision Auto Body and Glass,(604) 534-0444,help@jansautobody.com,https://jansautobody.com/,5870 200a St,Langley,BC,V3A,49.110006,-122.667035,"[""google""]",ChIJE5Gwk9XPhVQREnnlfyAMvwI,false,false,null,0,false,false,null,2026-02-25 17:31:51.543747+00
96520267-5568-4644-91e4-20da8fd0afde,Big E Auto Rebuild | Auto Body Shop Seattle,(206) 243-7916,justin@bigeautorebuild.com,https://seattleautobodyrepairs.com/,912 SW 146th St,Seattle,WA,98166,47.472499,-122.346488,"[""google""]",ChIJyZUy0YNEkFQRDE854sU4yCo,false,false,null,0,false,false,null,2026-02-25 17:31:57.865405+00
66e8bfe7-a627-418b-aa98-2de414bc3abb,Werner's Crash Shop,(206) 285-0780,wwerners@aol.com,https://www.wernerscrashshop.com/,710 Taylor Ave N,Seattle,WA,98109,47.625825,-122.346108,"[""google""]",ChIJ8WRyqzgVkFQRvLMloXhEa6Y,false,false,null,0,false,false,null,2026-02-25 17:31:37.003935+00
4f092e61-09dc-4df9-b2ab-18d492d88e27,Bratch Auto Body & Repair Inc.,(206) 405-4095,null,http://bratchautobody.com/,22617 85th Pl S,Kent,WA,98031,47.398925,-122.226352,"[""google""]",ChIJ842b5ptqkFQRjEgzntrH8ls,false,false,null,0,false,false,null,2026-02-25 17:31:57.22874+00
19b46fda-3978-4882-97f7-2ccb4f52d470,Preston Collision CARSTAR Langley,(604) 332-1914,null,https://www.carstar.ca/en/locations/bc/langley/preston-collision-carstar-langley-16406/,20091 Logan Ave,Langley,BC,V3A,49.111101,-122.665400,"[""google""]",ChIJZ5SffNXPhVQR6XNZ29LFQC8,false,false,null,0,false,true,null,2026-02-25 17:31:50.596278+00
ff918d5c-d0fe-4416-a5df-89f50a3cefa0,Millen Autobody,(425) 883-4191,null,http://millenautobody.com/,8507 152nd Ave NE,Redmond,WA,98052,47.678782,-122.137894,"[""google""]",ChIJN7ZWflMNkFQReUHF5OXK-bU,false,false,null,0,false,true,null,2026-02-25 17:32:32.620411+00
de2dd480-242e-4fbd-bf86-3428722fe065,Protech Auto Body Repair,(425) 272-5555,null,http://www.protechautobody.com/,639 9th Ave suite A,Kirkland,WA,98033,47.682128,-122.194863,"[""google""]",ChIJJ1HkBusSkFQRo7UXl7moRek,false,false,null,0,false,true,null,2026-02-25 17:32:35.111306+00
b56ad9bb-dbf9-474c-b545-933fbf576ad7,H&A Auto Body,(425) 374-7053,null,https://haautobody.com/,2120 Pacific Ave,Everett,WA,98201,47.976444,-122.200311,"[""google""]",ChIJOf1iqCermlQRzsTWO5d3iXM,false,false,null,0,false,true,null,2026-02-25 17:33:32.473244+00
c2b9f53c-2cd1-4e34-8f57-140eeb0f871e,Accurate Auto Body,(425) 883-2450,null,https://www.accurateautobodywa.com/,8710 Willows Rd NE,Redmond,WA,98052,47.681234,-122.140202,"[""google""]",ChIJJ6C4KKxykFQRHh8JLRy5vig,false,false,null,0,false,false,null,2026-02-25 17:32:33.867869+00
4cc0b47d-52e4-4502-85b0-5937e38aa853,Edmonds Autobody,(425) 771-7109,null,http://edmondsautobody.com/,401 Howell Way,Edmonds,WA,98020,47.806253,-122.378789,"[""google""]",ChIJmQjeFvcakFQROzduuhou9-o,false,false,null,0,false,false,null,2026-02-25 17:32:34.495797+00
9c6f438c-cad8-41fd-9794-b90c76c3b54a,Awesome Auto Body,(214) 802-3980,null,https://www.awesomeautobody.com/,11571 Reeder Rd Suite 140,Dallas,TX,75229,32.903381,-96.896466,"[""google""]",ChIJe6hLqZMnTIYRR9QFHbj1nQY,false,false,null,0,false,true,null,2026-02-25 22:21:45.94047+00
d2077ba2-eab6-422f-8562-526ada222e34,Northwest Auto Body,(206) 402-3272,info@autobodynorthwest.com,http://www.autobodynorthwest.com/,16600 International Blvd,SeaTac,WA,98188,47.454568,-122.294044,"[""google""]",ChIJiV4ZRkxDkFQRyQx6IIv2PBQ,false,false,null,0,false,false,null,2026-02-25 17:32:35.436457+00
ca1b5588-89bc-4815-b4f0-b2cf3e11fe58,Classic Collision,(425) 643-2640,null,https://classiccollision.com/locations/classic-collision-east-bellevue/,13451 SE 27th Pl,Bellevue,WA,98005,47.586006,-122.160252,"[""google""]",ChIJTQH8nRxskFQRWi65vz-LS6I,false,false,null,0,false,false,null,2026-02-25 17:32:36.080796+00
e40b056b-d8ef-4c5c-9a73-b4648d3aebdf,McLeod Auto Body,(425) 827-8978,estimates@mcleod-autobody.com,http://www.mcleod-autobody.com/,1015 7th Ave #220,Kirkland,WA,98033,47.680448,-122.190964,"[""google""]",ChIJCW8DJ8ASkFQRcV2Fj29PsRk,false,false,null,0,false,false,null,2026-02-25 17:32:36.416332+00
318251cc-b2ce-4c45-84f1-36816d600998,Reyes Auto Body Repair,(425) 232-5660,null,https://www.reyesautobody.com/,Lower,20505 Hwy 99,Lynnwood,null,47.812798,-122.321689,"[""google""]",ChIJTx2kObsbkFQRO6YmbhCqmcI,false,false,null,0,false,false,null,2026-02-25 17:32:36.738263+00
d7307f0b-3885-4719-97a5-55c880f0f945,NorthWest Auto Body,(253) 246-8242,cblhllc@outlook.com,http://mynorthwestautobody.com/,4050 Auburn Wy N #2,Auburn,WA,98001,47.344313,-122.219985,"[""google""]",ChIJr16Vzh9ZkFQR0ooQciH8dgM,false,false,null,0,false,false,null,2026-02-25 17:32:37.070637+00
700eae31-be4a-4264-9d94-26822311fbe2,Lee's Automotive,(206) 204-0990,info@leesautomotive.com,http://www.leesautomotive.com/,13281 Aurora Ave N,Seattle,WA,98133,47.726746,-122.345554,"[""google""]",ChIJdV-tAjERkFQRDQhU-rWHWqc,false,false,null,0,false,false,null,2026-02-25 17:33:00.482336+00
a2ad5417-e431-4ae2-9b76-155ce963d73f,Collision Tech inc,(206) 542-1755,null,null,19342 Firlands Way N,Shoreline,WA,98133,47.769025,-122.347146,"[""google""]",ChIJi6jhT4kQkFQRNTYKOZBvgxo,false,false,null,0,false,true,null,2026-02-25 17:33:02.055892+00
7028ce5a-9867-4094-97b3-f2d40d0201b8,Boyd's Auto Bodyworks,(406) 446-1519,null,null,215 7th St E,Red Lodge,MT,59068,45.191153,-109.243634,"[""google""]",ChIJX06EWhAqT1MRA9A68re2Pzc,false,false,null,0,false,true,null,2026-02-25 21:12:12.690333+00
d00e8ea1-a5e0-4660-b8a5-eac73d0a0355,Crash Champions Collision Repair Billings 20th,(406) 655-0300,null,https://crashchampions.com/locations/crash-champions-billings-20th,650 S 20th St W,Billings,MT,59102,45.757992,-108.567252,"[""google""]",ChIJtcz_mjFjSFMRhGRH4x7xdRQ,false,false,null,0,false,false,null,2026-02-25 21:12:16.217574+00
b5efdc4a-95af-4572-b21d-91169f03d005,"Westcoast Auto Body, LLC",(206) 725-3696,westcoastauto206@yahoo.com,http://westcoastautoshop.com/,3815 Rainier Ave S,Seattle,WA,98118,47.569286,-122.290451,"[""google""]",ChIJlQ_HTW5qkFQRdU1U2qdh9bk,false,false,null,0,false,false,null,2026-02-25 17:31:41.71012+00
6b76d2d4-88bc-4ef1-adc6-cde7bc920b91,Evergreen Auto Body,(425) 837-0111,office@evergreenbodyshop.com,https://evergreenbodyshop.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=10308234251404905189,22819 SE Issaquah-Fall City Rd,Issaquah,WA,98029,47.544280,-122.035310,"[""google""]",ChIJPcykdZBvkFQRf-MdJ0XOFKI,false,false,null,0,false,false,null,2026-02-25 17:31:58.193695+00
0d79a40a-583b-485b-b578-237b3fa98984,Paramount Centre,(253) 444-4820,null,https://paramountcentre.com/locations/puyallup/,10725 Valley Ave E,Puyallup,WA,98372,47.206257,-122.285999,"[""google""]",ChIJ9YOxDnT5kFQRFSBiOOFVGS8,false,false,null,0,false,false,null,2026-02-25 17:33:15.034193+00
16fc798c-000d-47c2-947b-b17bc1bdad7d,Haury's Collision & Vintage,(206) 365-1565,null,http://www.hauryscollision.com/,11514 Lake City Way NE,Seattle,WA,98125,47.712482,-122.298806,"[""google""]",ChIJwU9b12ERkFQRxH8E1fbJ9L8,false,false,null,0,false,false,null,2026-02-25 17:44:31.087414+00
084d83b7-0326-4a07-8ef1-6e47094b2d94,DeGrazia's Auto Body,(206) 440-0559,info@degraziaautobody.com,https://www.degraziaautobody.com/,12324 31st Ave NE,Seattle,WA,98125,47.717960,-122.294785,"[""google""]",ChIJY7DAa2MRkFQR3kDMuNM3azs,false,false,null,0,false,false,null,2026-02-25 17:45:07.826092+00
f586aaab-6c41-4bd5-9ba1-21bc80ab13ee,Emmett's Mechanical Services,(406) 322-5996,adam@emmettsmechanical.com,http://emmettsmechanical.com/,36 E Pike Ave,Columbus,MT,59019,45.638495,-109.258234,"[""google""]",ChIJk8jXexqwSFMR70Emv3-UjGE,false,false,null,0,false,false,null,2026-02-25 21:12:14.054994+00
4516f4c1-7019-46b4-8d91-7aec8a4f359d,Red Lodge Auto Repair and Tire,(406) 446-2193,null,null,1309 Broadway Ave N,Red Lodge,MT,59068,45.199277,-109.246399,"[""google""]",ChIJnaVIKjkrT1MRau4N3XWAv_Q,false,false,null,0,false,true,null,2026-02-25 21:12:13.384341+00
6c0cff0c-0f03-48c1-b0af-b602a10152ae,Red Lodge Collision Center,(406) 446-3513,null,null,108 Oakes Ave N,Red Lodge,MT,59068,45.188242,-109.247683,"[""google""]",ChIJd8pGKQUqT1MRdV4vVaZ3HWA,false,false,null,0,false,true,null,2026-02-25 21:12:13.048483+00
5be8deb3-3474-44af-aa0e-9470e2920326,R.C. Auto Body,(406) 932-5609,null,null,213 W 1st Ave,Big Timber,MT,59011,45.833483,-109.957184,"[""google""]",ChIJF03YpQfyRVMR67ZLHUNWs3A,false,false,null,0,false,true,null,2026-02-25 21:12:12.332749+00
d1d92a6d-63a9-46c0-a0c2-bd99e4c73585,Ken's I-90 Repair,(406) 322-4730,null,null,824 E 2nd Ave N,Columbus,MT,59019,45.638281,-109.248040,"[""google""]",ChIJ6fUUQAWwSFMROCQJO1M5koM,false,false,null,0,false,true,null,2026-02-25 21:12:13.727356+00
